i,top_vasculature_percent,bottom_vasculature_percent
133,5.71746826171875,10.5682373046875
134,4.791259765625,9.4573974609375
135,3.3111572265625,7.6141357421875
136,2.93731689453125,11.041259765625
137,3.4271240234375,7.8582763671875
138,4.0924072265625,12.80670166015625
139,4.98046875,6.536865234375
140,3.3905029296875,5.9906005859375
141,5.16204833984375,9.18426513671875
142,4.1717529296875,4.99267578125
143,2.9541015625,4.7943115234375
144,3.7689208984375,13.2049560546875
145,6.011962890625,2.05078125
146,6.024169921875,1.71966552734375
147,2.6031494140625,2.93121337890625
148,8.1329345703125,1.7425537109375
149,8.72955322265625,1.66778564453125
150,2.9541015625,2.77252197265625
151,7.60345458984375,1.91497802734375
152,7.635498046875,1.57928466796875
153,2.72979736328125,15.7745361328125
154,4.90264892578125,4.38079833984375
155,6.11572265625,2.880859375
156,3.19061279296875,8.9508056640625
157,2.65045166015625,2.9083251953125
158,5.621337890625,3.03497314453125
159,2.4688720703125,8.209228515625
160,2.7252197265625,1.63421630859375
161,4.10003662109375,1.56097412109375
162,3.45001220703125,11.05194091796875
163,3.77960205078125,10.5010986328125
164,3.6163330078125,10.13336181640625
165,3.60107421875,12.945556640625
166,1.593017578125,13.934326171875
167,1.38092041015625,11.07330322265625
168,3.5736083984375,14.53399658203125
169,1.45263671875,12.75634765625
170,1.54876708984375,10.504150390625
171,3.48358154296875,5.828857421875
172,3.485107421875,2.91595458984375
173,4.39300537109375,3.1341552734375
174,1.5838623046875,8.88671875
175,4.33807373046875,2.4017333984375
176,4.78973388671875,2.29034423828125
177,2.3101806640625,6.87255859375
178,3.72314453125,2.044677734375
179,5.74951171875,1.5350341796875
180,4.12750244140625,5.56640625
181,8.5540771484375,6.80694580078125
182,7.59735107421875,4.06036376953125
183,4.30145263671875,5.1361083984375
184,4.17022705078125,3.34625244140625
185,3.0487060546875,3.9947509765625
186,5.90972900390625,5.30242919921875
187,6.02264404296875,3.15704345703125
188,5.19866943359375,3.1097412109375
189,2.27508544921875,7.7880859375
190,0.86822509765625,4.1900634765625
191,0.71868896484375,2.850341796875
192,4.59747314453125,8.38165283203125
193,2.069091796875,2.0172119140625
194,2.32391357421875,1.6357421875
195,6.48193359375,8.709716796875
196,4.04510498046875,7.35321044921875
197,4.119873046875,6.22711181640625
198,4.8828125,7.76519775390625
